Cycle,GRF
2,546.908
2,552.849
2,558.603
2,564.099
2,569.258
2,573.990
2,578.203
2,581.797
2,584.671
2,586.725
2,587.869
2,588.021
2,587.121
2,585.134
2,582.055
2,577.916
2,572.781
2,566.742
2,559.908
2,552.383
2,544.250
2,535.542
2,526.226
2,516.185
2,505.214
2,493.024
2,479.267
2,463.564
2,445.555
2,424.953
2,401.591
2,375.474
2,346.802
2,315.987
2,283.633
2,250.497
2,217.431
2,185.312
2,154.961
2,127.078
2,102.185
2,80.595
2,62.401
2,47.497
2,35.615
0,26.371
0,19.326
0,14.033
0,10.082
0,7.126
0,4.896
0,3.196
0,1.896
0,0.915
0,0.202
0,-0.280
0,-0.561
0,-0.673
0,-0.655
0,-0.546
0,-0.386
0,-0.210
0,-0.049
0,0.080
0,0.163
0,0.202
0,0.199
0,0.166
0,0.115
0,0.058
0,0.006
0,-0.036
0,-0.063
0,-0.074
0,-0.071
0,-0.058
0,-0.039
0,-0.019
0,-0.000
0,0.015
0,0.024
0,0.028
0,0.027
0,0.023
0,0.017
0,0.010
0,0.004
0,-0.002
0,-0.007
0,-0.011
0,-0.014
0,-0.016
0,-0.017
0,-0.016
0,-0.014
0,-0.009
0,-0.002
0,0.007
0,0.018
0,0.028
0,0.036
0,0.040
0,0.038
0,0.028
0,0.010
0,-0.015
0,-0.045
0,-0.074
0,-0.098
0,-0.108
0,-0.101
0,-0.072
0,-0.020
0,0.050
0,0.131
0,0.209
0,0.268
0,0.290
0,0.261
0,0.170
0,0.020
0,-0.179
0,-0.401
0,-0.606
0,-0.748
0,-0.777
0,-0.650
0,-0.336
0,0.167
0,0.832
0,1.598
0,2.372
0,3.041
0,3.482
0,3.588
0,3.283
0,2.548
0,1.429
0,0.046
0,-1.414
0,-2.713
0,-3.593
0,-3.816
0,-3.211
0,-1.721
0,0.561
0,3.366
0,6.255
0,8.656
0,9.935
0,9.504
0,6.947
0,2.152
0,-4.572
0,-12.421
0,-20.090
0,-25.847
0,-27.700
0,-23.636
0,-11.916
0,8.628
3,38.347
3,76.620
3,121.860
3,171.675
3,223.175
3,273.379
3,319.645
3,360.020
3,393.475
3,419.956
3,440.278
3,455.893
3,468.576
3,480.110
3,492.013
3,505.346
3,520.630
3,537.864
3,556.623
3,576.202
3,595.781
3,614.562
3,631.875
3,647.242
3,660.396
3,671.270
3,679.959
3,686.673
3,691.686
3,695.279
3,697.701
3,699.131
3,699.663
3,699.307
3,697.994
3,695.609
3,692.016
3,687.092
3,680.754
3,672.976
3,663.803
3,653.344
3,641.768
3,629.286
3,616.133
3,602.552
3,588.774
3,575.010
3,561.439
3,548.206
3,535.420
3,523.157
3,511.462
3,500.351
3,489.819
3,479.838
3,470.363
3,461.340
3,452.704
3,444.393
3,436.347
3,428.516
3,420.865
3,413.376
3,406.051
3,398.908
3,391.981
3,385.314
3,378.957
3,372.959
3,367.363
3,362.206
3,357.518
3,353.320
3,349.633
3,346.473
3,343.856
3,341.795
3,340.301
3,339.377
3,339.022
3,339.232
3,339.997
3,341.311
3,343.174
3,345.592
3,348.579
3,352.162
3,356.371
3,361.242
3,366.814
3,373.123
3,380.200
3,388.065
3,396.726
3,406.172
3,416.373
3,427.281
3,438.831
3,450.945
3,463.539
3,476.527
3,489.825
3,503.359
3,517.062
3,530.881
3,544.776
3,558.718
3,572.686
3,586.664
3,600.632
3,614.561
3,628.407
3,642.102
3,655.560
3,668.669
3,681.302
3,693.321
3,704.583
3,714.947
3,724.282
3,732.469
3,739.406
3,745.007
3,749.204
3,751.947
3,753.200
3,752.940
3,751.154
3,747.844
3,743.023
3,736.719
3,728.980
3,719.874
3,709.485
3,697.910
3,685.252
3,671.601
3,657.025
3,641.547
3,625.136
3,607.695
3,589.057
3,568.998
3,547.251
3,523.539
3,497.616
3,469.310
3,438.573
3,405.519
3,370.453
3,333.877
3,296.474
3,259.071
3,222.572
3,187.884
3,155.829
3,127.069
3,102.043
3,80.935
3,63.674
3,49.963
3,39.337
3,31.234
0,25.073
0,20.313
0,16.507
0,13.322
0,10.543
0,8.057
0,5.832
0,3.880
0,2.238
0,0.936
0,-0.010
0,-0.612
0,-0.905
0,-0.950
0,-0.815
0,-0.575
0,-0.297
0,-0.037
0,0.169
0,0.300
0,0.354
0,0.340
0,0.275
0,0.182
0,0.082
0,-0.009
0,-0.078
0,-0.120
0,-0.134
0,-0.124
0,-0.097
0,-0.062
0,-0.025
0,0.008
0,0.032
0,0.046
0,0.050
0,0.046
0,0.036
0,0.023
0,0.010
0,-0.002
0,-0.011
0,-0.016
0,-0.019
0,-0.019
0,-0.018
0,-0.015
0,-0.011
0,-0.006
0,-0.001
0,0.004
0,0.010
0,0.015
0,0.020
0,0.024
0,0.025
0,0.022
0,0.014
0,0.002
0,-0.013
0,-0.031
0,-0.048
0,-0.061
0,-0.066
0,-0.059
0,-0.040
0,-0.007
0,0.037
0,0.086
0,0.132
0,0.166
0,0.176
0,0.155
0,0.097
0,0.003
0,-0.118
0,-0.251
0,-0.373
0,-0.456
0,-0.473
0,-0.401
0,-0.229
0,0.038
0,0.373
0,0.731
0,1.048
0,1.248
0,1.260
0,1.026
0,0.522
0,-0.229
0,-1.149
0,-2.105
0,-2.916
0,-3.382
0,-3.310
0,-2.560
0,-1.087
0,1.024
0,3.533
0,6.050
0,8.070
0,9.033
0,8.426
0,5.897
0,1.375
0,-4.826
0,-11.946
0,-18.773
0,-23.722
0,-24.989
0,-20.776
0,-9.558
0,9.647
4,37.056
4,72.000
4,112.935
4,157.603
4,203.324
4,247.378
4,287.389
4,321.655
4,349.342
4,370.533
4,386.116
4,397.571
4,406.684
4,415.248
4,424.814
4,436.505
4,450.925
4,468.159
4,487.849
4,509.314
4,531.702
4,554.129
4,575.793
4,596.056
4,614.487
4,630.862
4,645.148
4,657.459
4,668.006
4,677.048
4,684.846
4,691.623
4,697.545
4,702.701
4,707.107
4,710.708
4,713.396
4,715.032
4,715.467
4,714.564
4,712.219
4,708.375
4,703.022
4,696.204
4,688.006
4,678.553
4,667.996
4,656.501
4,644.243
4,631.397
4,618.126
4,604.582
4,590.894
4,577.168
4,563.489
4,549.922
4,536.514
4,523.303
4,510.320
4,497.597
4,485.166
4,473.068
4,461.348
4,450.059
4,439.252
4,428.977
4,419.275
4,410.174
4,401.688
4,393.823
4,386.576
4,379.945
4,373.935
4,368.560
4,363.843
4,359.812
4,356.496
4,353.916
4,352.080
4,350.978
4,350.577
4,350.827
4,351.657
4,352.991
4,354.748
4,356.855
4,359.256
4,361.917
4,364.830
4,368.015
4,371.509
4,375.368
4,379.653
4,384.423
4,389.732
4,395.620
4,402.118
4,409.243
4,416.999
4,425.378
4,434.363
4,443.926
4,454.036
4,464.656
4,475.748
4,487.277
4,499.209
4,511.512
4,524.150
4,537.081
4,550.252
4,563.590
4,577.006
4,590.393
4,603.627
4,616.578
4,629.106
4,641.078
4,652.366
4,662.857
4,672.452
4,681.068
4,688.637
4,695.099
4,700.402
4,704.492
4,707.314
4,708.808
4,708.914
4,707.585
4,704.791
4,700.535
4,694.861
4,687.855
4,679.637
4,670.349
4,660.128
4,649.075
4,637.229
4,624.534
4,610.829
4,595.842
4,579.206
4,560.499
4,539.290
4,515.205
4,487.996
4,457.599
4,424.182
4,388.168
4,350.228
4,311.242
4,272.231
4,234.268
4,198.376
4,165.428
4,136.068
4,110.662
4,89.277
4,71.710
4,57.548
4,46.242
4,37.195
0,29.846
0,23.722
0,18.478
0,13.901
0,9.891
0,6.433
0,3.556
0,1.294
0,-0.338
0,-1.363
0,-1.845
0,-1.887
0,-1.611
0,-1.149
0,-0.620
0,-0.123
0,0.273
0,0.531
0,0.645
0,0.630
0,0.520
0,0.353
0,0.169
0,0.000
0,-0.131
0,-0.212
0,-0.242
0,-0.228
0,-0.182
0,-0.118
0,-0.050
0,0.010
0,0.055
0,0.082
0,0.090
0,0.082
0,0.064
0,0.040
0,0.016
0,-0.005
0,-0.020
0,-0.029
0,-0.031
0,-0.028
0,-0.022
0,-0.015
0,-0.008
0,-0.002
0,0.002
0,0.004
0,0.005
0,0.006
0,0.007
0,0.009
0,0.012
0,0.015
0,0.017
0,0.018
0,0.015
0,0.008
0,-0.002
0,-0.016
0,-0.032
0,-0.046
0,-0.056
0,-0.057
0,-0.048
0,-0.027
0,0.006
0,0.048
0,0.092
0,0.131
0,0.156
0,0.157
0,0.127
0,0.064
0,-0.031
0,-0.147
0,-0.267
0,-0.369
0,-0.427
0,-0.418
0,-0.324
0,-0.138
0,0.128
0,0.445
0,0.766
0,1.027
0,1.161
0,1.103
0,0.812
0,0.276
0,-0.467
0,-1.330
0,-2.176
0,-2.833
0,-3.115
0,-2.860
0,-1.964
0,-0.421
0,1.646
0,3.974
0,6.168
0,7.743
0,8.195
0,7.092
0,4.185
0,-0.481
0,-6.490
0,-13.003
0,-18.784
0,-22.286
0,-21.812
0,-15.738
0,-2.754
0,17.899
5,46.254
5,81.543
5,122.245
5,166.274
5,211.266
5,254.926
5,295.354
5,331.287
5,362.213
5,388.343
5,410.454
5,429.663
5,447.169
5,464.035
5,481.023
5,498.527
5,516.585
5,534.950
5,553.211
5,570.903
5,587.611
5,603.032
5,616.994
5,629.451
5,640.445
5,650.074
5,658.451
5,665.678
5,671.837
5,676.981
5,681.143
5,684.335
5,686.557
5,687.805
5,688.067
5,687.333
5,685.600
5,682.871
5,679.160
5,674.495
5,668.915
5,662.468
5,655.210
5,647.203
5,638.517
5,629.233
5,619.440
5,609.239
5,598.741
5,588.060
5,577.314
5,566.610
5,556.045
5,545.695
5,535.616
5,525.839
5,516.374
5,507.210
5,498.326
5,489.692
5,481.284
5,473.082
5,465.078
5,457.276
5,449.688
5,442.333
5,435.230
5,428.400
5,421.861
5,415.629
5,409.723
5,404.164
5,398.980
5,394.205
5,389.884
5,386.071
5,382.825
5,380.208
5,378.276
5,377.078
5,376.646
5,376.994
5,378.117
5,379.992
5,382.584
5,385.849
5,389.739
5,394.204
5,399.194
5,404.659
5,410.549
5,416.817
5,423.417
5,430.307
5,437.451
5,444.820
5,452.388
5,460.135
5,468.044
5,476.099
5,484.285
5,492.591
5,501.007
5,509.530
5,518.159
5,526.896
5,535.741
5,544.687
5,553.718
5,562.804
5,571.902
5,580.955
5,589.893
5,598.638
5,607.106
5,615.205
5,622.845
5,629.934
5,636.384
5,642.111
5,647.037
5,651.088
5,654.196
5,656.300
5,657.344
5,657.286
5,656.097
5,653.773
5,650.337
5,645.840
5,640.362
5,634.005
5,626.876
5,619.074
5,610.661
5,601.639
5,591.932
5,581.370
5,569.685
5,556.527
5,541.486
5,524.140
5,504.105
5,481.096
5,454.985
5,425.843
5,393.968
5,359.888
5,324.327
5,288.160
5,252.328
5,217.758
5,185.272
5,155.516
5,128.909
5,105.628
5,85.628
5,68.680
5,54.444
5,42.531
5,32.570
0,24.244
0,17.313
0,11.613
0,7.034
0,3.495
0,0.919
0,-0.784
0,-1.732
0,-2.068
0,-1.950
0,-1.540
0,-0.988
0,-0.419
0,0.072
0,0.428
0,0.628
0,0.680
0,0.610
0,0.459
0,0.269
0,0.080
0,-0.079
0,-0.190
0,-0.246
0,-0.252
0,-0.217
0,-0.156
0,-0.085
0,-0.016
0,0.040
0,0.077
0,0.094
0,0.093
0,0.078
0,0.054
0,0.027
0,0.002
0,-0.018
0,-0.030
0,-0.035
0,-0.033
0,-0.026
0,-0.016
0,-0.006
0,0.003
0,0.008
0,0.011
0,0.011
0,0.008
0,0.004
0,-0.001
0,-0.004
0,-0.006
0,-0.005
0,-0.002
0,0.003
0,0.009
0,0.014
0,0.018
0,0.018
0,0.014
0,0.006
0,-0.007
0,-0.022
0,-0.036
0,-0.048
0,-0.053
0,-0.049
0,-0.034
0,-0.007
0,0.029
0,0.069
0,0.107
0,0.135
0,0.144
0,0.127
0,0.081
0,0.004
0,-0.095
0,-0.204
0,-0.304
0,-0.373
0,-0.387
0,-0.330
0,-0.190
0,0.027
0,0.301
0,0.595
0,0.855
0,1.022
0,1.035
0,0.848
0,0.441
0,-0.168
0,-0.918
0,-1.699
0,-2.367
0,-2.759
0,-2.721
0,-2.143
0,-0.992
0,0.652
0,2.587
0,4.482
0,5.913
0,6.415
0,5.564
0,3.077
0,-1.080
0,-6.610
0,-12.819
0,-18.621
0,-22.604
0,-23.165
0,-18.716
0,-7.925
0,10.048
6,35.347
6,67.324
6,104.549
6,144.971
6,186.189
6,225.798
6,261.742
6,292.596
6,317.725
6,337.303
6,352.189
6,363.706
6,373.379
6,382.665
6,392.751
6,404.416
6,417.995
6,433.411
6,450.275
6,468.011
6,485.987
6,503.620
6,520.447
6,536.155
6,550.578
6,563.673
6,575.481
6,586.087
6,595.592
6,604.087
6,611.648
6,618.333
6,624.187
6,629.250
6,633.564
6,637.172
6,640.121
6,642.447
6,644.174
6,645.297
6,645.786
6,645.577
6,644.589
6,642.729
6,639.915
6,636.091
6,631.244
6,625.408
6,618.672
6,611.166
6,603.057
6,594.526
6,585.754
6,576.905
6,568.112
6,559.467
6,551.028
6,542.809
6,534.800
6,526.968
6,519.270
6,511.664
6,504.116
6,496.603
6,489.122
6,481.684
6,474.321
6,467.078
6,460.012
6,453.190
6,446.684
6,440.566
6,434.901
6,429.753
6,425.169
6,421.189
6,417.837
6,415.122
6,413.039
6,411.569
6,410.681
6,410.335
6,410.485
6,411.085
6,412.091
6,413.464
6,415.169
6,417.181
6,419.481
6,422.055
6,424.897
6,428.006
6,431.383
6,435.033
6,438.957
6,443.153
6,447.614
6,452.328
6,457.280
6,462.459
6,467.860
6,473.489
6,479.356
6,485.482
6,491.886
6,498.583
6,505.579
6,512.867
6,520.425
6,528.221
6,536.208
6,544.333
6,552.532
6,560.736
6,568.867
6,576.843
6,584.577
6,591.982
6,598.973
6,605.471
6,611.403
6,616.705
6,621.316
6,625.185
6,628.258
6,630.490
6,631.837
6,632.265
6,631.748
6,630.275
6,627.854
6,624.512
6,620.293
6,615.258
6,609.467
6,602.970
6,595.784
6,587.870
6,579.112
6,569.308
6,558.162
6,545.302
6,530.307
6,512.753
6,492.268
6,468.595
6,441.645
6,411.542
6,378.642
6,343.531
6,306.989
6,269.931
6,233.340
6,198.178
6,165.310
6,135.441
6,109.068
6,86.457
6,67.648
6,52.473
6,40.596
6,31.558
0,24.833
0,19.879
0,16.189
0,13.330
0,10.965
0,8.872
0,6.929
0,5.103
0,3.418
0,1.933
0,0.707
0,-0.215
0,-0.817
0,-1.116
0,-1.157
0,-1.005
0,-0.732
0,-0.411
0,-0.103
0,0.148
0,0.317
0,0.397
0,0.397
0,0.335
0,0.235
0,0.121
0,0.014
0,-0.071
0,-0.126
0,-0.150
0,-0.145
0,-0.119
0,-0.081
0,-0.039
0,0.000
0,0.030
0,0.049
0,0.056
0,0.054
0,0.044
0,0.030
0,0.015
0,0.001
0,-0.010
0,-0.018
0,-0.022
0,-0.023
0,-0.021
0,-0.017
0,-0.012
0,-0.007
0,-0.001
0,0.005
0,0.011
0,0.017
0,0.022
0,0.025
0,0.025
0,0.021
0,0.013
0,0.001
0,-0.016
0,-0.033
0,-0.050
0,-0.062
0,-0.066
0,-0.058
0,-0.036
0,-0.002
0,0.043
0,0.092
0,0.137
0,0.168
0,0.175
0,0.150
0,0.088
0,-0.010
0,-0.134
0,-0.267
0,-0.385
0,-0.461
0,-0.468
0,-0.385
0,-0.202
0,0.074
0,0.415
0,0.771
0,1.077
0,1.259
0,1.244
0,0.979
0,0.444
0,-0.330
0,-1.261
0,-2.208
0,-2.989
0,-3.399
0,-3.253
0,-2.418
0,-0.863
0,1.307
0,3.837
0,6.321
0,8.242
0,9.043
0,8.223
0,5.455
0,0.708
0,-5.656
0,-12.827
0,-19.549
0,-24.206
0,-24.987
0,-20.115
0,-8.114
0,11.928
7,40.150
7,75.815
7,117.341
7,162.485
7,208.646
7,253.242
7,294.078
7,329.636
7,359.223
7,382.974
7,401.711
7,416.717
7,429.468
7,441.382
7,453.621
7,466.972
7,481.811
7,498.134
7,515.647
7,533.872
7,552.261
7,570.283
7,587.492
7,603.555
7,618.259
7,631.500
7,643.254
7,653.558
7,662.486
7,670.126
7,676.574
7,681.926
7,686.266
7,689.671
7,692.196
7,693.876
7,694.717
7,694.697
7,693.766
7,691.857
7,688.896
7,684.823
7,679.602
7,673.239
7,665.788
7,657.351
7,648.077
7,638.144
7,627.744
7,617.067
7,606.282
7,595.524
7,584.890
7,574.429
7,564.157
7,554.060
7,544.110
7,534.274
7,524.526
7,514.852
7,505.252
7,495.738
7,486.332
7,477.066
7,467.972
7,459.087
7,450.448
7,442.096
7,434.072
7,426.422
7,419.197
7,412.450
7,406.237
7,400.612
7,395.627
7,391.324
7,387.734
7,384.872
7,382.739
7,381.317
7,380.577
7,380.482
7,380.990
7,382.060
7,383.652
7,385.737
7,388.287
7,391.285
7,394.720
7,398.588
7,402.886
7,407.614
7,412.766
7,418.334
7,424.295
7,430.619
7,437.265
7,444.190
7,451.350
7,458.708
7,466.243
7,473.949
7,481.837
7,489.932
7,498.266
7,506.872
7,515.770
7,524.966
7,534.440
7,544.144
7,554.003
7,563.917
7,573.763
7,583.409
7,592.714
7,601.542
7,609.766
7,617.277
7,623.976
7,629.782
7,634.622
7,638.430
7,641.146
7,642.717
7,643.102
7,642.280
7,640.256
7,637.069
7,632.788
7,627.509
7,621.338
7,614.372
7,606.676
7,598.253
7,589.025
7,578.816
7,567.350
7,554.258
7,539.113
7,521.468
7,500.917
7,477.153
7,450.034
7,419.629
7,386.250
7,350.454
7,313.023
7,274.902
7,237.133
7,200.756
7,166.719
7,135.797
7,108.532
7,85.204
7,65.832
7,50.210
7,37.960
0,28.599
0,21.599
0,16.444
0,12.669
0,9.878
0,7.762
0,6.089
0,4.706
0,3.522
0,2.491
0,1.605
0,0.866
0,0.287
0,-0.128
0,-0.384
0,-0.499
0,-0.500
0,-0.418
0,-0.290
0,-0.147
0,-0.015
0,0.088
0,0.153
0,0.179
0,0.171
0,0.138
0,0.091
0,0.041
0,-0.004
0,-0.039
0,-0.060
0,-0.066
0,-0.061
0,-0.048
0,-0.030
0,-0.012
0,0.004
0,0.015
0,0.022
0,0.024
0,0.021
0,0.017
0,0.011
0,0.005
0,-0.000
0,-0.004
0,-0.006
0,-0.006
0,-0.006
0,-0.005
0,-0.005
0,-0.005
0,-0.005
0,-0.006
0,-0.006
0,-0.005
0,-0.003
0,0.000
0,0.005
0,0.011
0,0.017
0,0.022
0,0.023
0,0.021
0,0.014
0,0.001
0,-0.015
0,-0.033
0,-0.050
0,-0.062
0,-0.065
0,-0.057
0,-0.034
0,0.001
0,0.047
0,0.096
0,0.141
0,0.171
0,0.175
0,0.147
0,0.081
0,-0.020
0,-0.146
0,-0.279
0,-0.396
0,-0.468
0,-0.468
0,-0.375
0,-0.182
0,0.103
0,0.449
0,0.806
0,1.106
0,1.274
0,1.238
0,0.947
0,0.386
0,-0.412
0,-1.356
0,-2.302
0,-3.062
0,-3.432
0,-3.226
0,-2.321
0,-0.695
0,1.535
0,4.095
0,6.565
0,8.419
0,9.097
0,8.103
0,5.133
0,0.184
0,-6.340
0,-13.582
0,-20.242
0,-24.666
0,-25.023
0,-19.533
0,-6.745
0,14.214
8,43.425
8,80.096
8,122.603
8,168.685
8,215.758
8,261.289
8,303.159
8,339.924
8,370.942
8,396.348
8,416.890
8,433.697
8,448.017
8,460.994
8,473.510
8,486.110
8,499.016
8,512.185
8,525.419
8,538.461
8,551.076
8,563.107
8,574.479
8,585.187
8,595.262
8,604.741
8,613.632
8,621.909
8,629.515
8,636.373
8,642.414
8,647.592
8,651.901
8,655.375
8,658.081
8,660.102
8,661.512
8,662.361
8,662.657
8,662.363
8,661.404
8,659.678
8,657.077
8,653.514
8,648.938
8,643.353
8,636.823
8,629.473
8,621.474
8,613.029
8,604.348
8,595.627
8,587.023
8,578.648
8,570.557
8,562.758
8,555.219
8,547.879
8,540.666
8,533.508
8,526.343
8,519.127
8,511.837
8,504.477
8,497.073
8,489.676
8,482.355
8,475.193
8,468.276
8,461.690
8,455.514
8,449.815
8,444.645
8,440.038
8,436.010
8,432.558
8,429.664
8,427.294
8,425.402
8,423.941
8,422.862
8,422.124
8,421.698
8,421.565
8,421.720
8,422.171
8,422.930
8,424.016
8,425.445
8,427.231
8,429.379
8,431.886
8,434.739
8,437.924
8,441.421
8,445.219
8,449.315
8,453.720
8,458.459
8,463.566
8,469.086
8,475.057
8,481.510
8,488.459
8,495.898
8,503.794
8,512.091
8,520.711
8,529.560
8,538.528
8,547.498
8,556.348
8,564.958
8,573.210
8,580.989
8,588.188
8,594.700
8,600.423
8,605.253
8,609.096
8,611.861
8,613.475
8,613.886
8,613.069
8,611.036
8,607.826
8,603.513
8,598.190
8,591.966
8,584.943
8,577.207
8,568.807
8,559.732
8,549.901
8,539.144
8,527.206
8,513.757
8,498.414
8,480.789
8,460.534
8,437.408
8,411.326
8,382.411
8,351.016
8,317.720
8,283.300
8,248.669
8,214.800
8,182.629
8,152.975
8,126.460
8,103.461
8,84.092
8,68.217
8,55.495
8,45.439
8,37.493
8,31.107
0,25.792
0,21.173
0,16.999
0,13.149
0,9.604
0,6.418
0,3.675
0,1.458
0,-0.183
0,-1.246
0,-1.776
0,-1.863
0,-1.622
0,-1.182
0,-0.662
0,-0.164
0,0.241
0,0.514
0,0.643
0,0.643
0,0.544
0,0.385
0,0.202
0,0.030
0,-0.110
0,-0.204
0,-0.250
0,-0.253
0,-0.222
0,-0.168
0,-0.104
0,-0.038
0,0.023
0,0.076
0,0.117
0,0.146
0,0.162
0,0.162
0,0.144
0,0.105
0,0.045
0,-0.034
0,-0.128
0,-0.223
0,-0.306
0,-0.357
0,-0.354
0,-0.280
0,-0.121
0,0.124
0,0.447
0,0.824
0,1.221
0,1.594
0,1.899
0,2.097
0,2.160
0,2.078
0,1.862
0,1.540
0,1.153
0,0.748
0,0.370
0,0.059
0,-0.163
0,-0.284
0,-0.310
0,-0.258
0,-0.157
0,-0.036
0,0.073
0,0.145
0,0.163
0,0.121
0,0.025
0,-0.107
0,-0.247
0,-0.363
0,-0.421
0,-0.394
0,-0.266
