Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
62	-17.78	448.76	27.54	2061.73	0	1161.09	11183.1	8.47	-28.08	8.62	2905.35	0	1610.34	16882.7
63	-9.08	423.28	22.28	2024.74	0	1172.21	7652.27	-0	-0	-0	2149	0	1465.7	-0
64	-10.99	442.5	27.54	2040.63	0	1168.25	5703.23	-0	-0	-0	2149	0	1465.7	-0
65	-24.41	426.79	21.59	2030.12	0	1169.12	14922.5	-0	-0	-0	2149	0	1465.7	-0
66	-0.69	443.12	23.12	2038.51	0	1164.06	7194.08	-0	-0	-0	2149	0	1465.7	-0
67	-17.85	428.47	23.04	2009.91	0	1171.12	9716.13	-0	-0	-0	2149	0	1465.7	-0
68	-7.02	447.85	21.44	2041.68	0	1158.69	10577.5	-0	-0	-0	2149	0	1465.7	-0
69	-9.08	427.09	17.85	2002.38	0	1170.46	8321.05	-0	-0	-0	2149	0	1465.7	-0
70	-8.85	449.98	21.36	2034.06	0	1160.4	10781.4	-0	-0	-0	2149	0	1465.7	-0
71	-3.81	432.43	18.01	1999.19	0	1167.19	8203	-2.14	-29.14	10.6	2917.12	0	1622.09	21594.5
72	-5.11	444.79	20.14	2017.54	0	1166.37	8108.8	-0	-0	-0	2149	0	1465.7	-0
73	-12.66	435.94	20.29	2001.24	0	1168.6	11435.6	-0	-0	-0	2149	0	1465.7	-0
74	2.21	444.95	20.14	2006.55	0	1166.22	7892.63	-0	-0	-0	2149	0	1465.7	-0
75	-4.2	445.4	17.78	2010.49	0	1164.15	8812.11	-0	-0	-0	2149	0	1465.7	-0
76	-5.11	449.52	18.16	1984.74	0	1161.5	10175.3	-0	-0	-0	2149	0	1465.7	-0
77	3.28	446.47	20.68	1997.98	0	1164.76	6686.3	-0	-0	-0	2149	0	1465.7	-0
78	-3.43	453.8	16.1	2003.16	0	1163.54	11235.8	-0	-0	-0	2149	0	1465.7	-0
79	2.06	447.39	18.69	1977.85	0	1167.14	8214.31	1.68	-28.53	9.61	2955.07	0	1642.15	22798.8
80	3.28	450.59	17.85	1985.17	0	1165.8	6354.08	-0	-0	-0	2149	0	1465.7	-0
81	-5.87	461.43	20.98	1987.43	0	1162.62	10505.4	-0	-0	-0	2149	0	1465.7	-0
82	7.1	451.35	15.03	1971.35	0	1164.81	9812.06	-0	-0	-0	2149	0	1465.7	-0
83	0.69	464.17	23.88	1989.32	0	1165.6	5602.61	-0	-0	-0	2149	0	1465.7	-0
84	-0.84	459.75	17.62	1969.05	0	1160.59	10179.7	-0	-0	-0	2149	0	1465.7	-0
85	7.63	471.04	15.72	1976.94	0	1157.1	7600.04	-0	-0	-0	2149	0	1465.7	-0
86	-4.58	464.02	18.01	1982.3	0	1162.43	9794.73	-0	-0	-0	2149	0	1465.7	-0
87	8.47	468.29	18.01	1969.77	0	1160.88	7406.9	0.61	-25.79	8.93	2962.25	0	1610.31	21273.6
88	-0.08	472.72	17.85	1965.07	0	1161.88	7079.25	-0	-0	-0	2149	0	1465.7	-0
89	-9.31	472.26	17.62	1968.83	0	1164.23	11505.6	11.14	-24.87	6.56	2773.57	0	1666.4	12915.7
90	9.92	482.03	23.12	1966.75	0	1160.5	5767.37	-0	-0	-0	2149	0	1465.7	-0
91	-1.37	482.33	21.82	1965.44	0	1161.14	8651.4	-0	-0	-0	2149	0	1465.7	-0
92	-3.51	488.28	21.9	1958.14	0	1159.14	9940.64	-0	-0	-0	2149	0	1465.7	-0
93	6.64	492.1	21.13	1949.73	0	1157.06	8336.64	-0	-0	-0	2149	0	1465.7	-0
94	-3.13	498.2	25.18	1968.78	0	1158.5	8952.74	-0	-0	-0	2149	0	1465.7	-0
95	7.93	496.06	16.86	1943.67	0	1154.7	8067.25	-0	-0	-0	2149	0	1465.7	-0
96	1.68	501.56	25.33	1941.23	0	1157.87	8093.96	-0	-0	-0	2149	0	1465.7	-0
97	-3.28	502.93	29.45	1949.63	0	1162.45	10015.8	-0	-0	-0	2149	0	1465.7	-0
98	12.82	509.34	23.96	1940.33	0	1157.11	6007.7	-0	-0	-0	2149	0	1465.7	-0
99	1.98	516.36	28.84	1946.46	0	1156.23	8899.92	-0	-0	-0	2149	0	1465.7	-0
100	4.96	521.85	30.36	1932.65	0	1155.84	9815.51	-0	-0	-0	2149	0	1465.7	-0
101	13.58	524.29	29.37	1933.91	0	1156.54	7356.46	-0	-0	-0	2149	0	1465.7	-0
102	5.42	534.21	31.2	1948.15	0	1154.03	10018.2	-0	-0	-0	2149	0	1465.7	-0
103	13.35	534.36	28.69	1913.22	0	1153.55	6673.76	-0	-0	-0	2149	0	1465.7	-0
104	12.13	539.4	33.57	1923.74	0	1155.35	9906.07	-0	-0	-0	2149	0	1465.7	-0
105	6.71	548.71	36.62	1929.05	0	1157.67	10094.8	-0	-0	-0	2149	0	1465.7	-0
106	20.29	548.86	32.81	1914.11	0	1155.43	7096.52	-0	-0	-0	2149	0	1465.7	-0
107	13.05	561.83	39.14	1915.51	0	1154.49	8023.34	-0	-0	-0	2149	0	1465.7	-0
108	16.86	564.27	38.15	1907.32	0	1155.75	10245.1	-0	-0	-0	2149	0	1465.7	-0
109	24.34	576.02	36.24	1909.34	0	1152.79	9153.23	-0	-0	-0	2149	0	1465.7	-0
110	18.77	583.95	40.21	1909.01	0	1152.88	9575.28	-0	-0	-0	2149	0	1465.7	-0
111	28.15	583.8	38.91	1896.87	0	1155.57	7289.58	3.05	-20.9	8.54	3010.31	0	1689.8	19197.3
112	21.21	592.8	38.38	1886.65	0	1155.13	8818.14	-0	-0	-0	2149	0	1465.7	-0
113	22.13	604.55	43.41	1905.78	0	1154.89	9915.44	-0	-0	-0	2149	0	1465.7	-0
114	32.5	602.57	40.13	1885.11	0	1156.2	9110.21	-1.45	-24.26	10.3	3005.87	0	1647.3	23682.5
115	27.24	624.85	44.56	1885.16	0	1151.62	7379.19	-0	-0	-0	2149	0	1465.7	-0
116	28.69	618.74	46.39	1884.96	0	1156.4	11392.8	-0	-0	-0	2149	0	1465.7	-0
117	37.38	634.77	46.77	1877.38	0	1153.5	10276.8	-0	-0	-0	2149	0	1465.7	-0
118	34.71	642.4	44.4	1882.4	0	1151.72	9341.39	-0	-0	-0	2149	0	1465.7	-0
119	37.16	634.77	42.95	1858.72	0	1154.13	9470.15	3.36	-19.84	8.54	2883.38	0	1656.08	20673.1
120	40.05	654.75	48.22	1869.63	0	1155.1	8224.77	-0	-0	-0	2149	0	1465.7	-0
121	34.94	645.14	44.17	1866.27	0	1157.74	12084.3	9.99	-20.75	6.33	2906.48	0	1704.12	14875.1
122	48.6	658.42	43.41	1851.92	0	1155.14	4959.16	-0	-0	-0	2149	0	1465.7	-0
123	41.43	659.94	46.01	1853.69	0	1156.02	8186.95	-0	-0	-0	2149	0	1465.7	-0
124	47.45	666.66	44.56	1853.96	0	1154.31	10534.6	-0	-0	-0	2149	0	1465.7	-0
125	56.69	666.66	44.17	1846.29	0	1157.1	7876.97	-0	-0	-0	2149	0	1465.7	-0
126	46.16	669.25	43.87	1845.2	0	1157.16	10209.7	-0	-0	-0	2149	0	1465.7	-0
127	64.32	672	41.2	1840.08	0	1155.49	5647.09	-0	-0	-0	2149	0	1465.7	-0
128	55.92	672.91	38.6	1836.91	0	1156.1	12013.5	-0	-0	-0	2149	0	1465.7	-0
129	50.43	671.54	42.19	1824.36	0	1160	9612.23	-0	-0	-0	2149	0	1465.7	-0
130	75.15	678.56	42.27	1845.94	0	1156.44	6401.8	0.69	-22.89	11.44	3013.88	0	1606.2	23930
131	52.57	661.47	36.09	1805.12	0	1160.18	8880.43	-0	-0	-0	2149	0	1465.7	-0
132	69.35	681.61	40.97	1824.69	0	1156.19	8140.59	-0	-0	-0	2149	0	1465.7	-0
133	74.16	653.08	41.05	1814.63	0	1163.91	13042.2	-0	-0	-0	2149	0	1465.7	-0
134	71.11	683.44	39.9	1829.26	0	1153.92	6884.01	-0	-0	-0	2149	0	1465.7	-0
135	76.37	645.75	31.81	1790.09	0	1160.3	8621.82	-0	-0	-0	2149	0	1465.7	-0
136	83.92	662.99	40.89	1814.86	0	1159.02	8685.79	-0	-0	-0	2149	0	1465.7	-0
137	73.55	648.19	36.01	1804.19	0	1159.73	12462.7	-0	-0	-0	2149	0	1465.7	-0
138	90.56	639.19	34.87	1789.49	0	1159.62	8898.63	-0	-0	-0	2149	0	1465.7	-0
139	89.95	640.26	42.5	1804.01	0	1159.68	7118.88	52.19	284.42	9	2213.13	0	1255.04	19475.4
140	83.92	620.42	36.24	1777.74	0	1164.42	13775.4	51.57	279.54	44.25	2232.99	0	1239.73	17985.3
141	107.04	625.46	39.06	1800.19	0	1158.83	5932.41	46.46	269.32	22.58	2203.43	0	1234.75	9212.45
142	91.48	593.72	34.33	1780.53	0	1163.83	13142.9	36.39	235.29	90.94	2217.34	0	1252.11	22098.7
143	100.4	591.89	32.2	1768.17	0	1161.17	6083.47	7.93	231.93	123.14	2166.36	0	1241.66	31523.4
144	105.82	570.37	31.28	1784.69	0	1160.02	10767.3	-0	-0	-0	2149	0	1465.7	-0
145	92.62	546.26	34.94	1763.72	0	1169.85	8838.69	-3.36	252.53	10.91	2172.06	0	1229.14	4615.58
146	110.4	531.01	22.89	1764.53	0	1165.45	6798.81	-11.98	265.96	52.34	2205.3	0	1245.79	23875.5
147	99.56	509.49	25.18	1771.37	0	1162.49	14039	-23.42	272.22	29.83	2209.59	0	1244.68	16505.2
148	102.01	484.47	28.99	1749.04	0	1169.72	4811.26	-33.26	282.29	19	2208.53	0	1245.39	19967.5
149	109.71	466.16	15.72	1768.93	0	1165.96	8477.78	-49.82	263.98	56.61	2192.76	0	1250.07	16905.3
150	97.27	439.76	14.95	1771.68	0	1166.2	12436.3	-53.48	276.49	27.24	2174.58	0	1255.85	16615.2
151	99.95	400.09	9.46	1717.74	0	1171.89	4646.03	-63.4	255.13	0.61	2196.95	0	1228.77	20688.1
152	98.57	388.18	10.91	1760.36	0	1171.62	6052.34	-64.16	300.6	17.01	2205.39	0	1256.38	8184.15
153	88.5	350.65	-0	1755.48	0	1172.89	16124.3	-53.41	311.43	18.08	2188.71	0	1254.28	16221.4
154	92.16	316.01	3.51	1719.24	0	1180.27	837.34	-62.26	359.19	-6.79	2199.67	0	1256.74	22841.6
155	83.08	295.1	5.19	1742.16	0	1177.86	7037.5	-48.98	410	9.54	2217.81	0	1268.13	14576.3
156	75.99	261.23	-4.12	1731.4	0	1178.12	15206.1	-54.02	420.07	9.16	2204.57	0	1260.61	13352.9
157	77.59	235.14	-0.23	1753.88	0	1184.69	4137.21	-56.3	442.81	-25.41	2210.29	0	1273.57	21817.3
158	60.04	204.77	-3.36	1737.45	0	1178.87	9594.59	-56.53	421.14	-13.43	2171.33	0	1269.27	17032.9
159	59.36	177.92	-11.75	1712.32	0	1178.04	9380.75	-55.47	426.48	-10.83	2228.52	0	1266.19	19287.4
160	45.55	143.43	-7.48	1713.34	0	1208.45	9511.5	-62.48	419.46	-43.56	2193.44	0	1260.53	17766.7
161	35.4	127.87	-1.83	1784.9	0	1206.04	7139.08	-46.62	433.04	-39.75	2180.44	0	1269.69	18744.4
162	35.32	101.47	-12.89	1733.02	0	1212.62	4490.69	-57.07	441.13	-22.13	2190.4	0	1274.53	18115
163	-0	-0	-0	2149	0	976.7	-0	-39.6	452.42	-49.36	2187.18	0	1270.05	18717.7
164	-0	-0	-0	2149	0	976.7	-0	-46.08	460.21	-57.68	2188.88	0	1266.83	14661
165	-0	-0	-0	2149	0	976.7	-0	-52.49	469.36	-36.16	2167.48	0	1274.51	15954.7
166	-5.26	68.82	-8.54	1840.31	0	1198.02	11918	-42.65	483.55	-41.73	2175.67	0	1280.69	17780.9
167	-0	-0	-0	2149	0	976.7	-0	-59.43	482.18	-53.1	2161.58	0	1272.4	14050.5
168	-0	-0	-0	2149	0	976.7	-0	-46.46	488.13	-31.36	2168.36	0	1279.09	21950.4
169	-0	-0	-0	2149	0	976.7	-0	-57.45	487.52	-36.77	2154.65	0	1273.53	12862.7
170	-0	-0	-0	2149	0	976.7	-0	-52.57	488.28	-45.01	2163.64	0	1270.44	20081
171	-0	-0	-0	2149	0	976.7	-0	-47.38	500.49	-35.48	2164.9	0	1273.41	17623.5
172	-0	-0	-0	2149	0	976.7	-0	-54.86	503.23	-32.96	2153.61	0	1270.03	13443.2
173	-0	-0	-0	2149	0	976.7	-0	-46.16	515.9	-38.3	2148.46	0	1276.5	21407.5
174	-0	-0	-0	2149	0	976.7	-0	-51.35	518.04	-33.19	2146.25	0	1273.42	18185.2
175	-0	-0	-0	2149	0	976.7	-0	-46.92	531.62	-27.08	2147.56	0	1274.1	19785.2
176	-0	-0	-0	2149	0	976.7	-0	-46.39	538.33	-32.2	2132.29	0	1276.61	21891.9
177	-0	-0	-0	2149	0	976.7	-0	-45.93	545.96	-31.28	2130.02	0	1279.04	19602
178	-0	-0	-0	2149	0	976.7	-0	-46.39	537.57	-22.35	2123.1	0	1270.38	17623.3
179	-0	-0	-0	2149	0	976.7	-0	-39.44	551.15	-29.6	2129.88	0	1271.16	19898.2
180	-0	-0	-0	2149	0	976.7	-0	-40.97	548.1	-29.45	2126.28	0	1269.28	20126.6
181	-0	-0	-0	2149	0	976.7	-0	-38.15	558.32	-18.23	2119.91	0	1272.98	19439.3
182	-0	-0	-0	2149	0	976.7	-0	-38.68	558.32	-19.84	2104.37	0	1273.08	19160.6
183	-0	-0	-0	2149	0	976.7	-0	-33.42	554.66	-17.85	2117.42	0	1273.21	20358.6
184	-0	-0	-0	2149	0	976.7	-0	-34.71	564.88	-15.11	2103.4	0	1275.02	19890.2
185	-0	-0	-0	2149	0	976.7	-0	-31.28	552.67	-11.67	2093.21	0	1270.78	21674.3
186	-0	-0	-0	2149	0	976.7	-0	-28.53	561.83	-16.78	2111.03	0	1273.5	20476.5
187	-0	-0	-0	2149	0	976.7	-0	-27.08	547.18	-16.25	2094.21	0	1265	21183.5
188	-0	-0	-0	2149	0	976.7	-0	-23.04	547.94	-13.05	2094.48	0	1270.02	19755.7
189	-0	-0	-0	2149	0	976.7	-0	-32.96	545.04	-20.75	2076.09	0	1268.53	14227.2
190	-0	-0	-0	2149	0	976.7	-0	-20.9	536.19	-13.96	2073	0	1268.35	25310.8
191	-0	-0	-0	2149	0	976.7	-0	-20.68	552.98	-11.83	2091.71	0	1279.23	19912.2
192	-0	-0	-0	2149	0	976.7	-0	-24.11	529.17	-19.45	2052.24	0	1270.58	18244
193	-0	-0	-0	2149	0	976.7	-0	-17.62	526.28	-19.38	2059.86	0	1274.18	21062.2
194	-0	-0	-0	2149	0	976.7	-0	-20.29	527.34	-18.16	2064.16	0	1276.47	16343.5
195	-0	-0	-0	2149	0	976.7	-0	-6.56	507.81	-24.87	2069.48	0	1264.83	23983.1
196	-0	-0	-0	2149	0	976.7	-0	-19.3	506.9	-29.45	2054.69	0	1270.67	18293.9
197	-0	-0	-0	2149	0	976.7	-0	-19.76	499.73	-21.21	2044.74	0	1273.33	16878
198	-0	-0	-0	2149	0	976.7	-0	-0	492.55	-27.77	2054.45	0	1267.8	20966.8
199	-0	-0	-0	2149	0	976.7	-0	-15.56	500.95	-27.24	2057.79	0	1278.4	19064.3
200	-0	-0	-0	2149	0	976.7	-0	-15.26	488.74	-19.53	2032.3	0	1276.63	19490.2
201	-0	-0	-0	2149	0	976.7	-0	-2.52	491.03	-24.11	2029.53	0	1277.03	19280
202	-0	-0	-0	2149	0	976.7	-0	-12.21	483.25	-25.86	2044.58	0	1275.31	18627.7
203	-0	-0	-0	2149	0	976.7	-0	-8.09	478.97	-23.42	2031.42	0	1270.25	20364.5
204	-0	-0	-0	2149	0	976.7	-0	-6.71	481.26	-20.52	2031.04	0	1275.44	17967.6
205	-0	-0	-0	2149	0	976.7	-0	-12.05	474.85	-24.64	2019.06	0	1273.23	18132.6
206	-0	-0	-0	2149	0	976.7	-0	-0.76	483.25	-20.9	2027.25	0	1276.65	20266.6
207	-0	-0	-0	2149	0	976.7	-0	-12.89	481.57	-14.95	2028.57	0	1276.36	16398.5
208	-0	-0	-0	2149	0	976.7	-0	-5.11	481.87	-17.85	2017.68	0	1277.1	20569.7
209	-0	-0	-0	2149	0	976.7	-0	-0	484.01	-17.55	2009.15	0	1279.72	19498.1
210	-0	-0	-0	2149	0	976.7	-0	-12.44	484.31	-9	2026.69	0	1280.65	17949
211	-0	-0	-0	2149	0	976.7	-0	-2.82	476.53	-16.33	2009.46	0	1273.75	19864.5
212	-0	-0	-0	2149	0	976.7	-0	-3.59	478.21	-14.8	2014.43	0	1275.48	19099.9
213	-0	-0	-0	2149	0	976.7	-0	-12.89	478.06	-12.36	2014.89	0	1279.01	16487.8
214	-0	-0	-0	2149	0	976.7	-0	-1.91	477.45	-10.76	1999.6	0	1279.63	20220.9
215	-0	-0	-0	2149	0	976.7	-0	-10.07	479.58	-15.79	2017.89	0	1279.79	15337
216	-0	-0	-0	2149	0	976.7	-0	-6.79	477.29	-10.6	2006.33	0	1282.3	19773.9
217	-0	-0	-0	2149	0	976.7	-0	-3.13	477.91	-9.23	1994.75	0	1286	19137.1
218	-0	-0	-0	2149	0	976.7	-0	-9.92	480.8	-15.41	2006.29	0	1283.59	17865.2
219	-0	-0	-0	2149	0	976.7	-0	1.6	473.79	-10.83	1989.53	0	1286.62	21156.9
220	-0	-0	-0	2149	0	976.7	-0	-6.26	481.11	-9.69	1994.76	0	1291.57	17813.4
221	-0	-0	-0	2149	0	976.7	-0	-8.54	467.38	-15.26	1987.35	0	1282.81	17748.3
222	-0	-0	-0	2149	0	976.7	-0	4.88	473.33	-18.31	1992.68	0	1283.8	21294.5
223	-0	-0	-0	2149	0	976.7	-0	-5.87	476.68	-16.4	1999.65	0	1290.45	15808.5
224	-0	-0	-0	2149	0	976.7	-0	-4.81	480.65	-13.81	1975.96	0	1295.25	18369.5
225	0	0	0	2149	0	976.7	0	-1.07	474.7	-17.32	1977.48	0	1293.66	19411.1
226	-0	-0	-0	2149	0	976.7	-0	-3.97	475.92	-19.99	1987.32	0	1291.11	18985.5
227	-0	-0	-0	2149	0	976.7	-0	1.22	480.04	-16.78	1987.75	0	1293.36	20578
228	-0	-0	-0	2149	0	976.7	-0	-6.87	473.63	-21.06	1969.4	0	1293.81	17687.2
229	-0	-0	-0	2149	0	976.7	-0	-9	478.36	-20.9	1968.85	0	1296.4	17495.1
230	-0	-0	-0	2149	0	976.7	-0	2.37	475.92	-18.54	1974.18	0	1293.4	19459.2
231	-0	-0	-0	2149	0	976.7	-0	-4.35	478.97	-21.9	1983.11	0	1294.43	18623.1
232	-0	-0	-0	2149	0	976.7	-0	-6.1	482.94	-18.46	1961.35	0	1301.65	19946.8
233	-0	-0	-0	2149	0	976.7	-0	3.13	485.99	-19.61	1961.94	0	1300.8	19828.7
234	-0	-0	-0	2149	0	976.7	-0	-7.25	485.08	-17.85	1972.02	0	1301.65	16246.3
235	-0	-0	-0	2149	0	976.7	-0	2.82	488.28	-20.37	1963.84	0	1300.89	21196.6
236	-0	-0	-0	2149	0	976.7	-0	-1.53	484.77	-20.98	1960.06	0	1299.17	18147.8
237	-0	-0	-0	2149	0	976.7	-0	-6.41	492.25	-18.08	1963.99	0	1302.38	17670.9
238	-0	-0	-0	2149	0	976.7	-0	4.73	489.5	-22.51	1951.64	0	1302.62	18943.7
239	-0	-0	-0	2149	0	976.7	-0	-4.65	500.03	-21.44	1962.93	0	1300.98	18136.2
240	-0	-0	-0	2149	0	976.7	-0	-5.65	491.79	-18.01	1942.59	0	1303.56	16474.3
241	-0	-0	-0	2149	0	976.7	-0	7.93	504.46	-21.36	1946.63	0	1307.13	22218.8
242	-0	-0	-0	2149	0	976.7	-0	-9.61	499.88	-20.14	1947.61	0	1300.66	16796.4
243	-0	-0	-0	2149	0	976.7	-0	8.24	509.19	-20.52	1960.54	0	1301.89	20365.2
244	-0	-0	-0	2149	0	976.7	-0	-4.35	507.05	-20.9	1928.5	0	1303.03	18760.2
245	-0	-0	-0	2149	0	976.7	-0	-1.75	513	-19.45	1944.25	0	1303.24	21040.8
246	-0	-0	-0	2149	0	976.7	-0	5.65	509.64	-21.97	1944.97	0	1297.27	17364.9
247	-0	-0	-0	2149	0	976.7	-0	-2.98	523.53	-21.59	1938.86	0	1302.81	19969.2
248	-0	-0	-0	2149	0	976.7	-0	1.53	523.07	-18.39	1926.29	0	1304.8	20755.8
249	-0	-0	-0	2149	0	976.7	-0	8.24	525.21	-17.32	1927.68	0	1303.57	18134.6
250	-0	-0	-0	2149	0	976.7	-0	0.76	538.02	-23.35	1936.03	0	1302.99	18083.6
251	-0	-0	-0	2149	0	976.7	-0	10.6	534.06	-19.68	1921.3	0	1300	23083.2
252	-0	-0	-0	2149	0	976.7	-0	7.55	545.96	-14.5	1919.53	0	1307.66	19188.2
