Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
50	50.2	693.82	46.08	2138.76	0	1162.12	7165.04	-0	-0	-0	2149	0	1465.7	-0
51	47.15	686.04	43.33	2116.4	0	1162.36	8832.65	-0	-0	-0	2149	0	1465.7	-0
52	45.09	687.87	47.61	2115.11	0	1169.69	8818.47	9.08	-21.97	5.95	2909.47	0	1687.28	15324.9
53	60.2	698.24	46.77	2126.52	0	1165.21	6824.89	-0	-0	-0	2149	0	1465.7	-0
54	48.07	689.09	43.03	2091.85	0	1165.88	10490	7.93	-21.06	9.54	2866.54	0	1680.17	19009.3
55	67.52	703.28	50.28	2112.58	0	1166.16	4880.89	-0	-0	-0	2149	0	1465.7	-0
56	54.78	692.75	43.26	2093.89	0	1167.07	12870.1	-0	-0	-0	2149	0	1465.7	-0
57	67.29	702.06	44.56	2097.04	0	1162.6	6421	-0	-0	-0	2149	0	1465.7	-0
58	67.75	702.36	46.16	2092.68	0	1164.68	8157.26	-0	-0	-0	2149	0	1465.7	-0
59	64.39	691.99	44.25	2082.68	0	1167.4	10916.6	2.59	-21.67	6.26	2909.18	0	1693.81	18176.3
60	81.71	691.53	42.42	2091.02	0	1164.56	6493.29	-0	-0	-0	2149	0	1465.7	-0
61	63.78	682.22	46.01	2065.43	0	1168.45	11234.8	10.45	-20.14	9.31	2938.19	0	1667.68	19203.3
62	89.87	684.97	44.63	2078.95	0	1165.29	7653.17	-0	-0	-0	2149	0	1465.7	-0
63	76.6	668.79	42.8	2061.12	0	1168.89	11067.6	-0	-0	-0	2149	0	1465.7	-0
64	82.63	668.33	42.5	2061.81	0	1165.19	9691.85	-0	-0	-0	2149	0	1465.7	-0
65	93.23	659.33	43.56	2055.75	0	1166.77	10211.7	-0	-0	-0	2149	0	1465.7	-0
66	86.14	647.58	41.66	2050.81	0	1168.28	9090.34	-0	-0	-0	2149	0	1465.7	-0
67	96.89	641.33	41.05	2049.74	0	1166.44	9859.21	-0	-0	-0	2149	0	1465.7	-0
68	96.89	626.83	43.79	2043.53	0	1170.42	9630.01	19.68	421.45	23.35	2512.26	0	1283.39	25717.8
69	102.77	622.86	33.42	2038.54	0	1164.93	11364	32.04	348.82	64.77	2575.31	0	1261.24	26517.5
70	102.01	600.43	40.97	2034.06	0	1168.78	8902.11	44.33	342.86	30.9	2503.81	0	1258.34	-13469.1
71	111.31	583.5	38.76	2034.5	0	1168.47	7866.17	11.22	313.11	72.56	2545.44	0	1262.74	35772.3
72	100.33	569.76	28.53	2014.79	0	1165.36	12235.8	8.39	313.26	124.05	2494.41	0	1257.87	71855.7
73	108.11	541.69	33.49	2026.75	0	1172.09	10576.8	15.03	324.55	55.77	2558.58	0	1261.47	17441.4
74	112.69	518.34	35.78	2015.05	0	1171.74	8201.22	-18.92	328.67	22.43	2512.39	0	1256.85	6788.36
75	103	492.1	21.36	2017.16	0	1171.64	9755.65	-21.9	362.4	41.12	2493.74	0	1270.51	30361.3
76	113.07	472.87	20.9	2011.8	0	1171.04	12517.9	-42.34	322.11	13.43	2543.85	0	1258.47	-1005.69
77	105.59	431.98	27.01	1997.84	0	1176.88	5655.2	-42.5	346.53	8.16	2464.25	0	1274.22	27223.8
78	103.15	420.07	10.68	2019.27	0	1165.88	9851.5	-63.63	283.81	38.07	2516.6	0	1249.96	26271.5
79	102.01	378.42	6.03	1981.11	0	1177.39	13048.4	-56	302.89	15.72	2506.48	0	1272.7	13719.1
80	95.29	350.19	13.43	2002.54	0	1177.52	6888.55	-60.27	268.1	-19	2494.12	0	1241.5	17401
81	89.87	314.94	4.65	1997.85	0	1178.81	8158.89	-53.48	287.63	-0.61	2509.23	0	1257.74	6484.61
82	89.8	287.63	-4.12	1986.2	0	1179.64	12826.6	-48.6	301.36	5.57	2492.96	0	1277.21	14888.5
83	74.23	254.06	2.21	1984.19	0	1185.93	5470.14	-53.41	334.93	-28.69	2511.67	0	1256.62	16111.8
84	70.72	221.86	-4.04	1983.91	0	1183.74	7130.93	-56.23	401	-8.93	2520.87	0	1274.77	6300.52
85	58.98	205.84	-12.05	2001.7	0	1181.67	10039.5	-71.87	434.88	4.81	2476.28	0	1281.85	22523.8
86	40.36	173.65	-12.13	1959.69	0	1195.09	8585.1	-81.79	480.96	-32.81	2493.91	0	1284.85	19281.1
87	39.14	164.18	-6.18	1999.04	0	1187.36	5135.86	-91.93	454.86	-27.92	2504.07	0	1276.3	3204.21
88	14.65	140.23	-17.55	1981.8	0	1206.8	9507.94	-85.22	478.67	-19.68	2494.66	0	1286.74	23017.3
89	22.51	130.92	-15.87	1974.19	0	1203.04	7042.43	-97.43	453.8	-45.85	2482.9	0	1278.22	10856.5
90	17.93	110.47	-4.35	1999.5	0	1213.08	8527.12	-73.93	494.54	-45.39	2483.66	0	1289.94	17547.3
91	8.85	97.05	-14.19	2016.41	0	1201.63	8162.11	-100.48	483.4	-34.79	2502.7	0	1282.59	16717.9
92	18.62	80.87	-8.62	1980	0	1206.16	5288.5	-82.86	529.79	-62.1	2474.76	0	1285.79	11760.2
93	-0	-0	-0	2149	0	976.7	-0	-80.34	536.19	-56.76	2477.03	0	1289.78	16084.5
94	-0	-0	-0	2149	0	976.7	-0	-101.09	551.3	-42.34	2463.85	0	1290.17	17944.3
95	-0	-0	-0	2149	0	976.7	-0	-80.41	560.91	-52.11	2469.92	0	1287.08	11850.5
96	-0	-0	-0	2149	0	976.7	-0	-90.87	555.88	-51.19	2466.2	0	1285.07	12475.2
97	-0	-0	-0	2149	0	976.7	-0	-92.01	572.36	-31.2	2446.91	0	1293.06	23314.9
98	-0	-0	-0	2149	0	976.7	-0	-79.73	555.11	-35.71	2457.18	0	1286.97	13325.6
99	-0	-0	-0	2149	0	976.7	-0	-82.47	580.44	-44.4	2453.39	0	1287.73	12205.4
100	0	0	0	2149	0	976.7	0	-81.79	567.93	-28.38	2449.2	0	1284.93	17886.2
101	-0	-0	-0	2149	0	976.7	-0	-70.19	588.84	-29.45	2436.33	0	1289.12	16211
102	-0	-0	-0	2149	0	976.7	-0	-73.32	581.21	-30.9	2441.12	0	1287.52	18343.6
103	-0.99	-15.11	2.59	2114.63	0	738.7	7316.32	-69.73	590.67	-30.82	2427.7	0	1284.96	12917.4
104	-0	-0	-0	2149	0	976.7	-0	-64.54	588.38	-22.51	2420.8	0	1286.06	16232.5
105	-6.48	-15.56	-6.94	2510.15	0	919.31	4899.01	-63.02	578.92	-27.69	2420.8	0	1285.67	18769.5
106	-0	-0	-0	2149	0	976.7	-0	-59.66	581.36	-24.8	2414.91	0	1285.82	17393.7
107	-0	-0	-0	2149	0	976.7	-0	-54.17	567.17	-17.24	2412.81	0	1284.25	17365.8
108	-0	-0	-0	2149	0	976.7	-0	-54.24	570.22	-23.35	2394.8	0	1287.23	18075.3
109	-0	-0	-0	2149	0	976.7	-0	-44.71	560.61	-19.99	2403.17	0	1286.55	19274.2
110	-8.77	-18.46	-5.49	2545.38	0	924.11	6207.11	-45.24	557.56	-13.96	2384.95	0	1286.39	20942
111	-0	-0	-0	2149	0	976.7	-0	-43.03	548.4	-21.44	2390.62	0	1285.46	18226.7
112	-11.52	-22.58	-4.35	2229.63	0	891.99	10010.3	-33.65	545.2	-23.5	2379.9	0	1285.3	18445.2
113	-0	-0	-0	2149	0	976.7	-0	-38.6	537.72	-15.26	2366.65	0	1288.16	19445.3
114	-0	-0	-0	2149	0	976.7	-0	-28.61	528.26	-18.84	2370.78	0	1285.14	22223.5
115	-0	-0	-0	2149	0	976.7	-0	-29.53	511.02	-24.8	2361.3	0	1280.08	16893.6
116	-0	-0	-0	2149	0	976.7	-0	-28.92	517.43	-19.3	2356.98	0	1287.98	19121.5
117	-11.98	-20.14	-3.13	2112.47	0	859.14	8689.22	-19.99	501.25	-19.23	2355.01	0	1283.39	22785.6
118	-0	-0	-0	2149	0	976.7	-0	-27.85	500.03	-28	2343.07	0	1282.39	15478.2
119	-4.12	-17.24	-2.44	2116.3	0	799.98	8348.52	-20.22	486.3	-22.13	2343.58	0	1280.58	19372.6
120	-0	-0	-0	2149	0	976.7	-0	-18.46	486.45	-21.13	2346.8	0	1286.31	19904.4
121	-0	-0	-0	2149	0	976.7	-0	-25.71	481.26	-27.47	2321.38	0	1283.46	17108.1
122	-0	-0	-0	2149	0	976.7	-0	-10.76	469.06	-20.98	2336.75	0	1284.64	21383.4
123	-0	-0	-0	2149	0	976.7	-0	-22.66	473.63	-21.9	2326.63	0	1287.34	17820.4
124	-3.05	-15.87	-2.14	2098.04	0	803.03	7858.28	-14.11	454.71	-28.08	2316.45	0	1280.42	14095
125	-0	-0	-0	2149	0	976.7	-0	-16.56	454.86	-22.28	2308.5	0	1283.86	18618.5
126	-1.53	-17.85	-3.43	2275.92	0	828.46	9924.6	-18.39	449.98	-20.75	2325.9	0	1285.07	18324.8
127	-0	-0	-0	2149	0	976.7	-0	-6.41	440.98	-25.33	2317.29	0	1279.55	16943.2
128	-0	-0	-0	2149	0	976.7	-0	-18.16	443.12	-24.72	2292.46	0	1280.69	16727.7
129	-0	-0	-0	2149	0	976.7	-0	-5.34	434.11	-15.56	2313.14	0	1285.84	19875.8
130	-0	-0	-0	2149	0	976.7	-0	-9.23	430.45	-18.46	2284.34	0	1284.54	17312.9
131	-2.14	-17.4	-1.53	2142.07	0	846.86	8766.71	-6.87	428.31	-18.01	2300.42	0	1282.79	21418.3
132	-0	-0	-0	2149	0	976.7	-0	-7.48	420.07	-14.72	2284.4	0	1281.37	15738.6
133	-8.39	-17.55	-3.89	2299.65	0	884.85	8227.8	-2.44	423.28	-18.08	2279.63	0	1281.33	18101.9
134	-0	-0	-0	2149	0	976.7	-0	-3.81	413.97	-13.96	2294.79	0	1278.32	21171.7
135	-0	-0	-0	2149	0	976.7	-0	0.61	419.01	-12.36	2271.6	0	1284.1	17222.3
136	-0	-0	-0	2149	0	976.7	-0	1.83	412.45	-9.69	2263.64	0	1281.78	20735.7
137	-0	-0	-0	2149	0	976.7	-0	0.23	411.22	-13.2	2276.99	0	1281.5	16803
138	-0	-0	-0	2149	0	976.7	-0	9.08	415.8	-7.32	2255.13	0	1286.51	21915.6
139	-0	-0	-0	2149	0	976.7	-0	-1.6	404.05	-4.35	2267.07	0	1279.91	19849.1
140	-0	-0	-0	2149	0	976.7	-0	5.8	415.34	-14.19	2264.05	0	1282.4	17974.8
141	-0	-0	-0	2149	0	976.7	-0	5.04	406.65	-10.3	2244.61	0	1281.3	17776.6
142	-0	-0	-0	2149	0	976.7	-0	1.75	414.12	-1.45	2260.71	0	1291.55	22825
143	-0	-0	-0	2149	0	976.7	-0	6.1	411.83	-10.15	2250.19	0	1287.16	18658.9
144	-0	-0	-0	2149	0	976.7	-0	7.55	413.36	-14.11	2251.56	0	1284.32	18046.5
145	-0	-0	-0	2149	0	976.7	-0	0.84	419.77	-5.8	2237.76	0	1294.01	20554.8
146	-0	-0	-0	2149	0	976.7	-0	11.6	416.56	-8.47	2254.25	0	1295.39	22525
147	-0.61	-17.85	-3.43	2268.32	0	813.51	7291.35	0.84	419.31	-15.72	2241.75	0	1288.38	17037.7
148	-0	-0	-0	2149	0	976.7	-0	5.42	419.31	-16.63	2241.04	0	1290.71	17014.5
149	-0	-0	-0	2149	0	976.7	-0	11.75	425.42	-14.88	2239.66	0	1296.77	21290.5
150	-0	-0	-0	2149	0	976.7	-0	1.14	422.21	-17.32	2230.9	0	1292.83	17528.3
151	-0	-0	-0	2149	0	976.7	-0	15.49	431.06	-20.29	2249.19	0	1294.63	18707.8
152	-6.26	-15.56	-1.91	1960.91	0	764.95	7687.74	2.52	429.23	-18.46	2226.55	0	1295.24	17965.5
153	-0	-0	-0	2149	0	976.7	-0	6.64	432.74	-22.2	2230.61	0	1295.38	19036.1
154	-6.94	-15.41	-1.75	2237.94	0	856.7	9250.42	12.05	435.49	-21.13	2240.31	0	1294.34	18835.2
155	-0	-0	-0	2149	0	976.7	-0	0.23	441.89	-21.13	2231.05	0	1296.47	16632.7
156	-0	-0	-0	2149	0	976.7	-0	7.63	449.07	-26.17	2218.33	0	1296.68	17877.2
157	-0	-0	-0	2149	0	976.7	-0	9.92	449.83	-20.22	2228.71	0	1299.19	20325.8
158	-0	-0	-0	2149	0	976.7	-0	2.44	459.44	-20.45	2220.72	0	1301.19	18418.9
159	-5.49	-15.72	-2.75	2263.95	0	811.56	6978.45	10.22	461.12	-18.77	2215.58	0	1301.07	21365.6
160	-0	-0	-0	2149	0	976.7	-0	4.58	466	-21.51	2214.7	0	1302.96	17884.6
161	-9.31	-19.68	-1.83	2291.75	0	851.37	6571.22	8.7	473.48	-19.99	2216.08	0	1302.65	20028.2
162	-0	-0	-0	2149	0	976.7	-0	6.26	473.94	-17.62	2214.81	0	1303.44	20548.1
163	-0	-0	-0	2149	0	976.7	-0	7.48	490.26	-21.9	2212.57	0	1306.69	19749
164	-0	-0	-0	2149	0	976.7	-0	9.16	478.36	-16.86	2198.06	0	1302.83	18902.8
165	-0	-0	-0	2149	0	976.7	-0	9.69	499.42	-18.54	2202.79	0	1308.82	19150.9
166	-0	-0	-0	2149	0	976.7	-0	8.93	495.3	-18.46	2209.22	0	1304.88	22497.1
167	-0	-0	-0	2149	0	976.7	-0	9.38	504.3	-20.14	2200.08	0	1305.08	18261.8
168	-4.27	-20.9	-6.56	2215.57	0	917.24	8663.43	7.63	507.35	-18.69	2198.88	0	1305.22	16817.3
169	-0	-0	-0	2149	0	976.7	-0	11.9	513.46	-21.06	2194.13	0	1304	18301.2
170	-0	-0	-0	2149	0	976.7	-0	11.6	524.44	-19	2197.14	0	1306.21	20835.4
171	-0	-0	-0	2149	0	976.7	-0	8.7	519.71	-16.4	2185.48	0	1305.48	19884
172	-0	-0	-0	2149	0	976.7	-0	17.55	541.38	-20.75	2189.73	0	1309.1	19045.2
173	-0	-0	-0	2149	0	976.7	-0	10.6	531.01	-19.38	2177.81	0	1302.76	20119.4
174	0	0	0	2149	0	976.7	0	15.95	556.03	-18.39	2179.4	0	1310.63	20124.1
175	-0	-0	-0	2149	0	976.7	-0	12.82	545.96	-22.05	2174.56	0	1302.77	19036
176	-0	-0	-0	2149	0	976.7	-0	20.37	559.08	-21.67	2180.11	0	1305.35	22465.4
177	-0	-0	-0	2149	0	976.7	-0	15.18	570.37	-22.51	2156.84	0	1309.57	14802.2
178	-0	-0	-0	2149	0	976.7	-0	26.93	563.51	-16.33	2166.05	0	1305	26478.4
179	-0	-0	-0	2149	0	976.7	-0	22.58	581.05	-20.45	2166.18	0	1309.21	19321.1
180	-0	-0	-0	2149	0	976.7	-0	25.33	572.97	-21.51	2147.24	0	1305.07	19950.9
181	-0	-0	-0	2149	0	976.7	-0	31.89	587.16	-19.61	2154.8	0	1308.38	22838
182	-0	-0	-0	2149	0	976.7	-0	25.33	588.84	-21.44	2142.52	0	1309.22	16841.9
183	-0	-0	-0	2149	0	976.7	-0	35.48	589.6	-23.73	2146.18	0	1303.14	24167.1
184	-0	-0	-0	2149	0	976.7	-0	32.27	601.2	-23.27	2140.97	0	1305.84	17880.3
185	-0	-0	-0	2149	0	976.7	-0	38.91	605.32	-22.51	2135.67	0	1306.01	19943.5
186	-0	-0	-0	2149	0	976.7	-0	37.84	608.67	-21.06	2122.53	0	1307.02	23173.6
187	-0	-0	-0	2149	0	976.7	-0	44.1	619.2	-22.74	2132.47	0	1305.49	20338.6
188	-0	-0	-0	2149	0	976.7	-0	42.27	617.22	-25.86	2120.04	0	1302.51	17223.2
189	-0	-0	-0	2149	0	976.7	-0	49.29	623.32	-26.25	2113.05	0	1302.07	23975.3
190	-0	-0	-0	2149	0	976.7	-0	52.26	632.63	-22.89	2119.13	0	1305.24	19785.6
191	-0	-0	-0	2149	0	976.7	-0	54.86	631.71	-25.41	2111.75	0	1302.06	21505.7
192	-0	-0	-0	2149	0	976.7	-0	55.47	639.95	-30.29	2099.32	0	1303.66	19781.8
193	-0	-0	-0	2149	0	976.7	-0	63.63	641.78	-19.99	2097.28	0	1307.26	21282.5
194	-0	-0	-0	2149	0	976.7	-0	64.7	643.16	-24.95	2088.28	0	1305.51	22969.2
195	-0	-0	-0	2149	0	976.7	-0	65.84	654.3	-25.79	2091.18	0	1307.28	19849.2
196	-0	-0	-0	2149	0	976.7	-0	69.27	649.57	-26.78	2089.88	0	1304.16	21131.6
197	-0	-0	-0	2149	0	976.7	-0	71.11	653.38	-27.08	2070.25	0	1304.59	22116.8
198	-0	-0	-0	2149	0	976.7	-0	79.73	655.21	-23.35	2078.4	0	1308.54	23160.8
199	0	0	0	2149	0	976.7	0	75.23	659.03	-31.66	2073.68	0	1304.82	17699
200	-0	-0	-0	2149	0	976.7	-0	82.93	653.38	-26.63	2062.11	0	1303.84	21385.8
201	-0	-0	-0	2149	0	976.7	-0	83.69	660.25	-27.01	2061.26	0	1307.81	20770.2
202	-0	-0	-0	2149	0	976.7	-0	87.74	652.92	-27.24	2054.38	0	1304.94	21484.4
203	-0	-0	-0	2149	0	976.7	-0	89.65	654.3	-28.84	2052.73	0	1304.59	19395.5
204	-0	-0	-0	2149	0	976.7	-0	90.87	655.82	-31.36	2045.87	0	1303.32	18440.1
205	-0	-0	-0	2149	0	976.7	-0	102.08	647.58	-29.07	2040.62	0	1304.52	20568.2
206	-0	-0	-0	2149	0	976.7	-0	97.73	648.65	-29.22	2031.69	0	1305.41	20816.1
207	-0	-0	-0	2149	0	976.7	-0	108.34	642.09	-25.63	2038.98	0	1304.47	19758.5
208	-4.04	-15.26	-1.6	2140.98	0	837.78	7658.73	107.65	640.87	-29.53	2027.14	0	1304.5	18157.3
209	-0	-0	-0	2149	0	976.7	-0	107.12	628.66	-27.31	2019.32	0	1302.83	19933
210	-0	-0	-0	2149	0	976.7	-0	120.85	627.59	-26.32	2026.6	0	1304.9	22106.1
211	-0	-0	-0	2149	0	976.7	-0	110.7	615.84	-26.63	2005.71	0	1302.89	16414.3
212	-0	-0	-0	2149	0	976.7	-0	122.91	610.66	-29.53	2010.44	0	1304.18	19242.1
213	0	0	0	2149	0	976.7	0	128.56	599.21	-28.53	1999.46	0	1304.37	18663.5
214	-0	-0	-0	2149	0	976.7	-0	126.34	586.09	-24.26	1996.41	0	1303.76	17342.2
215	-0	-0	-0	2149	0	976.7	-0	132.6	571.9	-27.77	1992.93	0	1301.55	18679
216	28.15	478.97	36.7	2517.29	0	1191.2	18709.5	134.51	554.05	-30.67	1983.02	0	1301.09	18152.8
217	-12.13	429.23	-129.55	2571.58	0	1156.92	-28811.9	139.08	549.77	-20.9	1990.4	0	1303.68	19349.4
218	-0	-0	-0	2149	0	976.7	-0	133.59	526.28	-21.82	1977.89	0	1301.29	17525.3
219	2.14	248.41	9.99	2603.43	0	1213.57	17638.7	148.32	502.17	-34.56	1966.65	0	1297.15	20977.1
220	-22.58	337.83	-85.45	2501.84	0	1182.14	-41079.6	142.67	467.22	-11.98	1955.87	0	1295.27	20426.9
221	2.75	271.76	-127.79	2541.46	0	1214.43	-18964.8	126.88	472.72	-10.07	1959.29	0	1304.33	13146.2
222	-45.24	388.79	35.71	2512.87	0	1178.37	42784.2	149.08	411.99	-28.46	1939.76	0	1288.59	26797.6
223	-0	-0	-0	2149	0	976.7	-0	131.23	404.82	-7.71	1946.51	0	1291.9	19290.1
224	-40.89	364.84	-70.04	2485.29	0	1168.71	-3856.78	120.39	365.14	7.1	1929.92	0	1296.33	9677.57
225	-104.52	343.48	10.83	2498.99	0	1189.19	8172.91	137.48	329.44	-28.23	1921.49	0	1278.17	30563.4
226	-54.09	293.88	15.11	2513.11	0	1205.65	-7376.83	102.84	302.28	-1.07	1900.24	0	1286.39	14782.9
227	-67.98	334.63	-4.81	2481.16	0	1181.16	7527.17	112	262.91	17.09	1907.74	0	1285.27	10647.1
228	-75.99	304.41	-10.83	2518.84	0	1182.54	9424.37	98.19	233.92	-13.89	1863.78	0	1266.03	24858.8
229	-32.04	325.93	70.8	2465.13	0	1206.06	5657.81	73.62	189.21	5.04	1878.71	0	1263.53	18550.5
230	-60.65	322.42	19.68	2518.68	0	1191.08	24413.4	82.24	172.27	20.83	1854.92	0	1268.97	9173.8
231	-47.76	356.14	-9.77	2488.81	0	1185.2	3840.71	-0	-0	-0	2149	0	1465.7	-0
232	-42.11	379.33	35.32	2457.95	0	1187.33	6267.48	39.52	121	4.43	1888.45	0	1243.93	20221
233	-74.92	407.1	43.49	2481.92	0	1190.04	19752.1	-0	-0	-0	2149	0	1465.7	-0
234	-57.91	490.11	6.33	2456.69	0	1179.33	-5426.5	-0	-0	-0	2149	0	1465.7	-0
235	-87.66	536.35	31.13	2473.06	0	1173.76	12470	-0	-0	-0	2149	0	1465.7	-0
236	-110.55	590.67	82.86	2460.97	0	1177.55	10569.6	-0	-0	-0	2149	0	1465.7	-0
237	-89.95	582.73	59.59	2452.03	0	1174.81	2535.62	-0	-0	-0	2149	0	1465.7	-0
238	-115.97	589.45	80.72	2463.13	0	1175.44	24718.9	-0	-0	-0	2149	0	1465.7	-0
239	-109.1	598.14	90.41	2470.35	0	1176.02	12619.8	-0	-0	-0	2149	0	1465.7	-0
240	-111.24	602.42	77.97	2450.08	0	1179.73	7340.35	-0	-0	-0	2149	0	1465.7	-0
241	-123.44	649.57	61.19	2459.77	0	1169.46	14167.4	-0	-0	-0	2149	0	1465.7	-0
242	-115.81	643.16	66.22	2447.15	0	1177.95	2621.98	-0	-0	-0	2149	0	1465.7	-0
243	-114.29	677.95	76.37	2439	0	1178.11	13802.6	0	0	0	2149	0	1465.7	0
244	-117.95	684.81	57.53	2457.47	0	1176.69	18558.7	-0	-0	-0	2149	0	1465.7	-0
245	-105.36	708.01	54.55	2434.87	0	1179.47	5211.12	-0	-0	-0	2149	0	1465.7	-0
246	-114.14	713.5	64.47	2441.3	0	1182.23	13435	-0	-0	-0	2149	0	1465.7	-0
247	-115.81	736.54	45.85	2430.15	0	1174.97	10232.4	-0	-0	-0	2149	0	1465.7	-0
248	-104.6	715.18	36.93	2423.85	0	1183.7	4941.64	-0	-0	-0	2149	0	1465.7	-0
249	-111.62	737.61	52.19	2423.73	0	1177.05	11118.1	11.67	-21.06	8.47	3031.99	0	1702.67	14376.4
